aptNm,aptSeq,excluUseAr,dealYear,dealMonth,dealDay,dealAmount,buildYear,umdNm,sggCd,floor,dealDate
힐스테이트 상도 센트럴파크,11590-3954,59.7754,2021,7,30,129000,2012,상도동,11590,10,2021-07-30
상도역롯데캐슬파크엘,11590-4993,59.9818,2021,7,22,102900,2021,상도동,11590,8,2021-07-22
래미안상도3차,11590-127,114.97,2021,7,17,156000,2004,상도동,11590,3,2021-07-17
래미안상도3차,11590-127,114.97,2021,7,8,152300,2004,상도동,11590,4,2021-07-08
삼환나우빌(520-0),11590-3388,126.362,2021,7,23,110000,2007,상도동,11590,1,2021-07-23
두산위브트레지움2차,11590-4495,84.8624,2021,7,21,155000,2016,상도동,11590,16,2021-07-21
래미안상도3차,11590-127,84.96,2021,7,10,133000,2004,상도동,11590,12,2021-07-10
두산위브트레지움2차,11590-4495,84.8032,2021,7,22,148000,2016,상도동,11590,17,2021-07-22
아이파크,11590-126,84.96,2021,7,10,122700,2004,상도동,11590,4,2021-07-10
힐스테이트 상도 프레스티지,11590-4078,120.936,2021,7,1,182000,2013,상도동,11590,3,2021-07-01
상도두산위브,11590-3714,84.534,2021,7,10,140250,2010,상도동,11590,16,2021-07-10
건영,11590-9,114.96,2021,7,2,118750,1997,상도동,11590,3,2021-07-02
포스코더샵,11590-3412,59.99,2021,7,18,122000,2007,상도동,11590,10,2021-07-18
e편한세상상도노빌리티,11590-4879,84.9704,2021,7,12,169000,2018,상도동,11590,4,2021-07-12
힐스테이트 상도 센트럴파크,11590-3954,84.7835,2021,7,6,154800,2012,상도동,11590,11,2021-07-06
힐스테이트 상도 센트럴파크,11590-3954,84.6099,2021,7,21,150000,2012,상도동,11590,5,2021-07-21
힐스테이트 상도 센트럴파크,11590-3954,118.2086,2021,7,3,175000,2012,상도동,11590,6,2021-07-03
두산위브트레지움2차,11590-4495,84.8032,2021,7,12,155000,2016,상도동,11590,15,2021-07-12
중앙아파트,11590-20,70.83,2021,7,6,39500,2002,상도동,11590,2,2021-07-06
아이파크,11590-126,84.96,2021,7,14,119500,2004,상도동,11590,19,2021-07-14
두산위브트레지움2차,11590-4495,84.864,2021,7,2,154000,2016,상도동,11590,18,2021-07-02
e편한세상상도노빌리티,11590-4879,84.9704,2021,7,9,171000,2018,상도동,11590,10,2021-07-09
아이파크,11590-126,84.96,2021,7,3,115500,2004,상도동,11590,3,2021-07-03
상도동삼호아파트,11590-13,114.63,2021,7,6,107000,1994,상도동,11590,14,2021-07-06
상도파크자이,11590-4642,84.918,2021,7,3,171000,2016,상도동,11590,12,2021-07-03
힐스테이트 상도 센트럴파크,11590-3954,59.8758,2021,7,9,125000,2012,상도동,11590,1,2021-07-09
상도현대,11590-15,59.72,2021,7,1,80000,2003,상도동,11590,14,2021-07-01
힐스테이트 상도 센트럴파크,11590-3954,84.6099,2021,7,4,154700,2012,상도동,11590,16,2021-07-04
래미안상도3차,11590-127,59.97,2021,8,29,117000,2004,상도동,11590,8,2021-08-29
경향렉스빌,11590-23,84.5802,2021,8,30,92500,2002,상도동,11590,17,2021-08-30
대림아파트,11590-85,66.59,2021,8,23,85900,1995,상도동,11590,9,2021-08-23
대림아파트,11590-85,84.89,2021,8,27,94000,1995,상도동,11590,10,2021-08-27
중앙하이츠빌,11590-100,84.9794,2021,8,21,122000,2003,상도동,11590,9,2021-08-21
상도동래미안1차,11590-22,59.828,2021,8,20,109000,2004,상도동,11590,12,2021-08-20
상도휴엔하임,11590-4526,16.84,2021,8,27,21500,2016,상도동,11590,14,2021-08-27
이수브라운스톤상도(527-0),11590-3441,84.84,2021,8,24,142700,2007,상도동,11590,9,2021-08-24
포스코더샵,11590-3412,59.99,2021,8,21,124800,2007,상도동,11590,12,2021-08-21
두산위브트레지움2차,11590-4495,84.8032,2021,8,25,166000,2016,상도동,11590,5,2021-08-25
두산위브트레지움2차,11590-4495,84.9736,2021,8,21,164000,2016,상도동,11590,13,2021-08-21
상도휴엔하임,11590-4526,14.7,2021,8,25,15150,2016,상도동,11590,12,2021-08-25
두산위브트레지움2차,11590-4495,84.8624,2021,8,18,160000,2016,상도동,11590,14,2021-08-18
이수브라운스톤상도(527-0),11590-3441,59.91,2021,8,10,118000,2007,상도동,11590,10,2021-08-10
래미안상도3차,11590-127,114.97,2021,8,31,149500,2004,상도동,11590,6,2021-08-31
건영,11590-9,114.96,2021,8,16,120000,1997,상도동,11590,14,2021-08-16
래미안상도3차,11590-127,114.97,2021,8,29,158000,2004,상도동,11590,9,2021-08-29
포스코더샵,11590-3412,59.995,2021,8,14,125500,2007,상도동,11590,5,2021-08-14
건영,11590-9,114.96,2021,8,10,114100,1997,상도동,11590,1,2021-08-10
대림아파트,11590-85,66.59,2021,8,20,84500,1995,상도동,11590,13,2021-08-20
상도두산위브,11590-3714,84.909,2021,8,19,134000,2010,상도동,11590,2,2021-08-19
상도두산위브,11590-3714,84.99,2021,8,16,138000,2010,상도동,11590,2,2021-08-16
힐스테이트 상도 센트럴파크,11590-3954,84.7835,2021,8,9,147000,2012,상도동,11590,1,2021-08-09
래미안상도3차,11590-127,84.96,2021,8,21,138000,2004,상도동,11590,9,2021-08-21
현대(관악),11590-3295,84.78,2021,8,3,104000,1992,상도동,11590,13,2021-08-03
상도현대,11590-15,59.72,2021,8,14,84500,2003,상도동,11590,5,2021-08-14
중앙하이츠빌,11590-100,84.9883,2021,8,21,112500,2003,상도동,11590,3,2021-08-21
상도휴엔하임,11590-4526,14.7,2021,8,21,15200,2016,상도동,11590,12,2021-08-21
이수브라운스톤상도(527-0),11590-3441,84.99,2021,8,16,125000,2007,상도동,11590,1,2021-08-16
삼성래미안2,11590-102,84.796,2021,8,14,117000,2003,상도동,11590,3,2021-08-14
삼성래미안2,11590-102,59.886,2021,8,11,99500,2003,상도동,11590,3,2021-08-11
힐스테이트 상도 프레스티지,11590-4078,59.928,2021,8,13,130000,2013,상도동,11590,9,2021-08-13
힐스테이트 상도 센트럴파크,11590-3954,59.7754,2021,8,13,140000,2012,상도동,11590,12,2021-08-13
삼성래미안2,11590-102,59.886,2021,8,13,104200,2003,상도동,11590,8,2021-08-13
상도동삼호아파트,11590-13,84.52,2021,8,12,93000,1994,상도동,11590,1,2021-08-12
래미안상도3차,11590-127,84.96,2021,8,7,136000,2004,상도동,11590,9,2021-08-07
힐스테이트 상도 프레스티지,11590-4078,59.928,2021,8,14,123000,2013,상도동,11590,4,2021-08-14
래미안상도3차,11590-127,84.96,2021,8,7,135500,2004,상도동,11590,5,2021-08-07
상도1차갑을명가,11590-3356,84.61,2021,8,14,79000,2006,상도동,11590,7,2021-08-14
래미안상도3차,11590-127,114.97,2021,8,6,149000,2004,상도동,11590,2,2021-08-06
포스코더샵,11590-3412,84.995,2021,8,6,141000,2007,상도동,11590,4,2021-08-06
동아,11590-11,83.09,2021,8,3,71700,1995,상도동,11590,8,2021-08-03
상도두산위브,11590-3714,84.99,2021,9,11,133000,2010,상도동,11590,2,2021-09-11
두산위브트레지움2차,11590-4495,59.7852,2021,9,29,144800,2016,상도동,11590,16,2021-09-29
래미안상도3차,11590-127,84.96,2021,9,23,144500,2004,상도동,11590,6,2021-09-23
상도동삼호아파트,11590-13,84.52,2021,9,25,99500,1994,상도동,11590,15,2021-09-25
힐스테이트 상도 프레스티지,11590-4078,84.884,2021,9,26,157000,2013,상도동,11590,13,2021-09-26
힐스테이트 상도 센트럴파크,11590-3954,84.6099,2021,9,27,162000,2012,상도동,11590,8,2021-09-27
두산위브트레지움2차,11590-4495,84.9736,2021,9,25,168000,2016,상도동,11590,17,2021-09-25
래미안상도3차,11590-127,84.96,2021,9,15,150000,2004,상도동,11590,13,2021-09-15
대림아파트,11590-85,84.89,2021,9,14,97000,1995,상도동,11590,8,2021-09-14
힐스테이트 상도 센트럴파크,11590-3954,84.6099,2021,9,18,158500,2012,상도동,11590,12,2021-09-18
래미안상도3차,11590-127,114.97,2021,9,17,155000,2004,상도동,11590,6,2021-09-17
상도두산위브,11590-3714,84.99,2021,9,11,133000,2010,상도동,11590,2,2021-09-11
래미안상도3차,11590-127,114.97,2021,9,14,148000,2004,상도동,11590,11,2021-09-14
중앙하이츠빌,11590-100,123.6025,2021,9,24,140000,2003,상도동,11590,1,2021-09-24
상도휴엔하임,11590-4526,16.84,2021,9,9,19000,2016,상도동,11590,14,2021-09-09
쌍용스윗닷홈,11590-99,84.917,2021,9,25,117000,2003,상도동,11590,9,2021-09-25
백촌빌라트,11590-214,68.37,2021,9,3,41500,2003,상도동,11590,1,2021-09-03
삼성래미안2,11590-102,84.796,2021,9,4,114000,2003,상도동,11590,3,2021-09-04
포스코더샵,11590-3412,59.99,2021,9,3,129000,2007,상도동,11590,5,2021-09-03
현대(관악),11590-3295,84.78,2021,9,4,104500,1992,상도동,11590,6,2021-09-04
힐스테이트 상도 센트럴파크,11590-3954,84.6099,2021,9,6,158000,2012,상도동,11590,14,2021-09-06
상도파크자이,11590-4642,71.252,2021,9,4,160000,2016,상도동,11590,11,2021-09-04
약수맨션,11590-17,108.63,2021,9,7,87000,1980,상도동,11590,2,2021-09-07
래미안상도3차,11590-127,84.96,2021,9,17,142000,2004,상도동,11590,13,2021-09-17
래미안상도3차,11590-127,59.97,2021,9,17,125000,2004,상도동,11590,15,2021-09-17
건영,11590-9,32.8,2021,9,16,62000,1997,상도동,11590,18,2021-09-16
파크뷰아파트,11590-3671,56.72,2021,9,2,21500,2009,상도동,11590,6,2021-09-02
래미안상도3차,11590-127,114.97,2021,9,15,145000,2004,상도동,11590,1,2021-09-15
상도동삼호아파트,11590-13,114.63,2021,9,13,114500,1994,상도동,11590,8,2021-09-13
진성그린,11590-213,76.02,2021,9,6,38000,2004,상도동,11590,1,2021-09-06
상도휴엔하임,11590-4526,14.7,2021,9,8,13500,2016,상도동,11590,4,2021-09-08
건영,11590-9,114.96,2021,10,29,133000,1997,상도동,11590,18,2021-10-29
건영,11590-9,114.96,2021,10,20,130000,1997,상도동,11590,10,2021-10-20
상도동삼호아파트,11590-13,84.52,2021,10,18,93500,1994,상도동,11590,4,2021-10-18
중앙하이츠빌,11590-100,123.6025,2021,10,16,134000,2003,상도동,11590,11,2021-10-16
성우아파트,11590-218,72.0,2021,10,15,35700,1993,상도동,11590,2,2021-10-15
롯데캐슬비엔,11590-3744,84.95,2021,10,25,122000,2010,상도동,11590,7,2021-10-25
쌍용스윗닷홈,11590-99,59.578,2021,10,28,102000,2003,상도동,11590,13,2021-10-28
상도더샵2차,11590-4206,84.99,2021,10,15,147000,2014,상도동,11590,8,2021-10-15
경향렉스빌,11590-23,114.6534,2021,10,23,105000,2002,상도동,11590,6,2021-10-23
상도휴엔하임,11590-4526,14.7,2021,10,21,13000,2016,상도동,11590,3,2021-10-21
힐스테이트 상도 프레스티지,11590-4078,120.004,2021,10,4,195200,2013,상도동,11590,12,2021-10-04
아이파크,11590-126,84.96,2021,10,6,128500,2004,상도동,11590,5,2021-10-06
e편한세상상도노빌리티,11590-4879,84.9704,2021,10,23,173000,2018,상도동,11590,14,2021-10-23
롯데캐슬비엔,11590-3744,68.56,2021,10,2,88500,2010,상도동,11590,2,2021-10-02
삼환나우빌(520-0),11590-3388,84.87,2021,10,20,123500,2007,상도동,11590,8,2021-10-20
건영,11590-9,114.96,2021,10,11,135000,1997,상도동,11590,8,2021-10-11
e편한세상상도노빌리티,11590-4879,59.7827,2021,10,12,154500,2018,상도동,11590,8,2021-10-12
상도휴엔하임,11590-4526,14.7,2021,10,14,18500,2016,상도동,11590,5,2021-10-14
상도1차갑을명가,11590-3356,84.72,2021,11,20,78500,2006,상도동,11590,2,2021-11-20
상도휴엔하임,11590-4526,14.7,2021,11,23,13500,2016,상도동,11590,7,2021-11-23
씨티아모리움,11590-3991,17.4395,2021,11,22,19500,2012,상도동,11590,4,2021-11-22
포스코더샵,11590-3412,59.995,2021,11,16,124500,2007,상도동,11590,9,2021-11-16
e편한세상상도노빌리티,11590-4879,84.8746,2021,11,10,167000,2018,상도동,11590,19,2021-11-10
상도1차갑을명가,11590-3356,62.69,2021,11,2,69000,2006,상도동,11590,6,2021-11-02
상도동삼호아파트,11590-13,84.52,2021,11,27,93500,1994,상도동,11590,4,2021-11-27
상도휴엔하임,11590-4526,14.7,2021,11,1,13400,2016,상도동,11590,8,2021-11-01
두산위브트레지움2차,11590-4495,59.7852,2021,11,24,135000,2016,상도동,11590,3,2021-11-24
상도휴엔하임,11590-4526,14.7,2021,11,22,14900,2016,상도동,11590,8,2021-11-22
힐스테이트 상도 센트럴파크,11590-3954,59.7754,2021,11,6,143000,2012,상도동,11590,12,2021-11-06
상도휴엔하임,11590-4526,14.7,2021,11,1,13300,2016,상도동,11590,8,2021-11-01
상도팰리스,11590-123,84.86,2021,11,9,87500,2006,상도동,11590,5,2021-11-09
장승,11590-21,80.5,2021,11,6,50000,2002,상도동,11590,3,2021-11-06
래미안상도3차,11590-127,84.96,2021,11,4,149000,2004,상도동,11590,13,2021-11-04
상도휴엔하임,11590-4526,14.7,2021,11,5,13900,2016,상도동,11590,3,2021-11-05
씨티아모리움,11590-3991,14.1881,2021,11,6,15600,2012,상도동,11590,2,2021-11-06
상도고구아파트,11590-4933,70.68,2021,12,23,45800,2019,상도동,11590,2,2021-12-23
상도동삼호아파트,11590-13,84.52,2021,12,19,97000,1994,상도동,11590,16,2021-12-19
상도동삼호아파트,11590-13,114.63,2021,12,17,113000,1994,상도동,11590,17,2021-12-17
e편한세상상도노빌리티,11590-4879,59.7827,2021,12,17,146000,2018,상도동,11590,27,2021-12-17
래미안상도3차,11590-127,114.97,2021,12,17,145000,2004,상도동,11590,1,2021-12-17
e편한세상상도노빌리티,11590-4879,84.8746,2021,12,16,176000,2018,상도동,11590,22,2021-12-16
상도동래미안1차,11590-22,114.171,2021,12,1,138000,2004,상도동,11590,1,2021-12-01
상도동삼호아파트,11590-13,114.63,2021,12,2,110000,1994,상도동,11590,17,2021-12-02
래미안상도3차,11590-127,84.96,2021,12,11,142150,2004,상도동,11590,7,2021-12-11
상도고구아파트,11590-4933,70.68,2021,12,1,46000,2019,상도동,11590,2,2021-12-01
e편한세상상도노빌리티,11590-4879,84.9704,2021,12,4,168000,2018,상도동,11590,14,2021-12-04
상도휴엔하임,11590-4526,16.84,2021,12,1,17000,2016,상도동,11590,15,2021-12-01
e편한세상상도노빌리티,11590-4879,59.7827,2022,1,25,144000,2018,상도동,11590,3,2022-01-25
삼성래미안2,11590-102,84.796,2022,1,20,118000,2003,상도동,11590,7,2022-01-20
포스코더샵,11590-3412,161.481,2022,1,18,171000,2007,상도동,11590,5,2022-01-18
건영,11590-9,32.8,2022,1,15,62000,1997,상도동,11590,8,2022-01-15
건영,11590-9,32.8,2022,1,14,60000,1997,상도동,11590,6,2022-01-14
상도2차갑을명가,11590-3358,84.33,2022,1,24,70000,2006,상도동,11590,5,2022-01-24
롯데캐슬비엔,11590-3744,68.56,2022,1,27,80000,2010,상도동,11590,4,2022-01-27
쌍용스윗닷홈,11590-99,59.578,2022,1,20,100700,2003,상도동,11590,9,2022-01-20
상도휴엔하임,11590-4526,14.7,2022,1,3,14200,2016,상도동,11590,10,2022-01-03
중앙하이츠빌,11590-100,84.9883,2022,2,15,123500,2003,상도동,11590,7,2022-02-15
힐스테이트 상도 프레스티지,11590-4078,84.951,2022,2,5,159700,2013,상도동,11590,13,2022-02-05
래미안상도3차,11590-127,84.96,2022,2,19,143000,2004,상도동,11590,13,2022-02-19
씨티아모리움,11590-3991,14.1881,2022,2,12,14000,2012,상도동,11590,4,2022-02-12
수정빌라트(56-45),11590-155,65.32,2022,2,15,52000,2000,상도동,11590,2,2022-02-15
상도휴엔하임,11590-4526,14.7,2022,2,12,14700,2016,상도동,11590,8,2022-02-12
현대(관악),11590-3295,84.78,2022,3,29,71000,1992,상도동,11590,13,2022-03-29
건영,11590-9,114.96,2022,3,28,128000,1997,상도동,11590,16,2022-03-28
상도휴엔하임,11590-4526,14.7,2022,3,18,14300,2016,상도동,11590,8,2022-03-18
상도동삼호아파트,11590-13,84.52,2022,3,19,94000,1994,상도동,11590,3,2022-03-19
상도2차갑을명가,11590-3358,84.33,2022,3,16,79500,2006,상도동,11590,12,2022-03-16
상도파크자이,11590-4642,84.918,2022,3,9,169000,2016,상도동,11590,8,2022-03-09
상도휴엔하임,11590-4526,14.7,2022,3,25,15000,2016,상도동,11590,8,2022-03-25
삼성래미안2,11590-102,84.796,2022,3,5,104000,2003,상도동,11590,1,2022-03-05
쌍용스윗닷홈,11590-99,84.954,2022,3,1,127500,2003,상도동,11590,4,2022-03-01
두산위브트레지움2차,11590-4495,84.9988,2022,3,4,153500,2016,상도동,11590,15,2022-03-04
건영,11590-9,32.8,2022,3,9,61800,1997,상도동,11590,5,2022-03-09
상도동삼호아파트,11590-13,114.63,2022,3,8,109000,1994,상도동,11590,7,2022-03-08
씨티아모리움,11590-3991,14.1881,2022,3,1,14750,2012,상도동,11590,5,2022-03-01
상도역롯데캐슬파크엘,11590-4993,74.9587,2022,4,27,130600,2021,상도동,11590,9,2022-04-27
상도역롯데캐슬파크엘,11590-4993,59.9818,2022,4,25,145800,2021,상도동,11590,20,2022-04-25
중앙하이츠빌,11590-100,123.6025,2022,4,18,149500,2003,상도동,11590,24,2022-04-18
포스코더샵,11590-3412,84.992,2022,4,30,136000,2007,상도동,11590,1,2022-04-30
현산푸른숲,11590-3394,122.92,2022,4,14,85500,2007,상도동,11590,4,2022-04-14
래미안상도3차,11590-127,114.97,2022,4,29,164000,2004,상도동,11590,15,2022-04-29
힐스테이트 상도 센트럴파크,11590-3954,84.6099,2022,4,21,162900,2012,상도동,11590,16,2022-04-21
오크밸리,11590-24,55.32,2022,4,10,34000,2002,상도동,11590,5,2022-04-10
상도동래미안1차,11590-22,84.959,2022,4,11,132000,2004,상도동,11590,17,2022-04-11
씨티아모리움,11590-3991,12.7071,2022,4,23,11000,2012,상도동,11590,4,2022-04-23
상도효성해링턴플레이스,11590-4559,84.8136,2022,4,15,136000,2016,상도동,11590,11,2022-04-15
씨티아모리움,11590-3991,15.5895,2022,4,20,16000,2012,상도동,11590,3,2022-04-20
현대(관악),11590-3295,58.59,2022,4,8,81000,1992,상도동,11590,14,2022-04-08
포스코더샵,11590-3412,101.993,2022,4,18,160500,2007,상도동,11590,10,2022-04-18
포스코더샵,11590-3412,152.222,2022,4,11,125000,2007,상도동,11590,6,2022-04-11
경향렉스빌,11590-23,114.6534,2022,4,11,108000,2002,상도동,11590,7,2022-04-11
원아파트,11590-3349,84.74,2022,4,7,63000,2006,상도동,11590,2,2022-04-07
래미안상도3차,11590-127,114.97,2022,4,2,158000,2004,상도동,11590,11,2022-04-02
상도1차갑을명가,11590-3356,84.72,2022,4,2,78500,2006,상도동,11590,6,2022-04-02
래미안상도3차,11590-127,114.97,2022,4,1,157500,2004,상도동,11590,4,2022-04-01
두산위브트레지움2차,11590-4495,84.9736,2022,4,1,160000,2016,상도동,11590,16,2022-04-01
상도동삼호아파트,11590-13,114.63,2022,5,19,114500,1994,상도동,11590,10,2022-05-19
래미안상도3차,11590-127,84.96,2022,5,21,125000,2004,상도동,11590,2,2022-05-21
경향렉스빌,11590-23,114.6534,2022,5,17,105000,2002,상도동,11590,12,2022-05-17
씨티아모리움,11590-3991,12.7071,2022,5,15,12550,2012,상도동,11590,3,2022-05-15
씨티아모리움,11590-3991,14.1881,2022,5,16,12500,2012,상도동,11590,1,2022-05-16
래미안상도3차,11590-127,84.96,2022,5,23,142000,2004,상도동,11590,6,2022-05-23
대우유로카운티,11590-101,142.129,2022,5,12,140000,2003,상도동,11590,4,2022-05-12
래미안상도3차,11590-127,134.98,2022,5,23,175000,2004,상도동,11590,6,2022-05-23
상도2차갑을명가,11590-3358,84.33,2022,5,20,78800,2006,상도동,11590,9,2022-05-20
상도1차갑을명가,11590-3356,84.8,2022,5,19,74000,2006,상도동,11590,8,2022-05-19
래미안상도3차,11590-127,84.96,2022,5,14,139000,2004,상도동,11590,9,2022-05-14
정호백경,11590-143,80.73,2022,5,27,42000,2004,상도동,11590,11,2022-05-27
상도동삼호아파트,11590-13,114.63,2022,5,21,113000,1994,상도동,11590,15,2022-05-21
중앙아파트,11590-20,76.98,2022,5,21,49700,2002,상도동,11590,4,2022-05-21
상도동삼호아파트,11590-13,84.52,2022,5,20,67900,1994,상도동,11590,14,2022-05-20
래미안상도3차,11590-127,84.96,2022,5,9,145000,2004,상도동,11590,12,2022-05-09
힐스테이트 상도 프레스티지,11590-4078,59.928,2022,5,5,120000,2013,상도동,11590,8,2022-05-05
